Country,Product,URI,UPC,EAN,ISRC,Track name,Artist name,Composer name,Album name,Quantity,Label,Payable invoice,Invoice currency,Payable EUR,Payable USD
CA,PDS,spotify:track:1tXZquODwLYK3OuPxRDEJV,630808420160,,USDCH1041449,Khaab,"Flint J, Arbaz Khan",N/A,Khaab,10,Beyond Records,0.015718,EUR,0.016,0.018
IN,A,spotify:track:75yfpC38wgaJkAiF4Dv5Kp,711099363104,,USDCH1018432,Le Aa Da Saiya Lahanga,"Guddu S, Amrita Dixit",N/A,Laga Ke Machhardani Rajau,1,Kundan Films,0.000068,USD,0.000,0.000
BR,PDLS12,spotify:track:3joWAP1AaHTzUUkk96TE2H,711099369632,,INS641200719,Om Namo Narayana,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.001499,EUR,0.001,0.002
RU,A,spotify:track:7oXdFQ3L8TSNlRU5QZULsH,644824510248,,USDCH1037299,Ganapati Atharvashirsham,Swami Purnachaitanya,N/A,Suktanjali,4,The Art of living,0.000122,EUR,0.000,0.000
IN,FAM6,spotify:track:28SDCuHIswa4BIjTlkTZfo,612292243876,,USDCH1032012,KRISHNA KANHA,Minakshi Majumdar,N/A,Transcendental,1,Ariha Audio,0.000557,USD,0.000,0.001
IN,A,spotify:track:5wF18RUoRx6bnNl4xWGmHH,711099367942,,USDCH1021645,Kawan Badara Se Kajara Churawalu,Police Rai,N/A,Dandai Dugola Mukabala Vol 2,1,MR Series,0.000068,USD,0.000,0.000
IN,A,spotify:track:6sQ4LSmXb1RmR2dw7bseoM,710825995893,,USDCH1026480,Chaily Ke,"Priyanka Singh, Vikas Pandey",N/A,Tuhi To Meri Jan Hai Radha 2,6,Enterr10 Music Bhojpuri,0.00041,USD,0.000,0.000
PT,FAM6,spotify:track:3g8bVgAjYDh76aJakvWt1B,644824510248,,USDCH1037305,Mantra Pushpam,Swami Purnachaitanya,N/A,Suktanjali,3,The Art of living,0.00527,EUR,0.005,0.006
CA,A,spotify:track:5ILFHZDfO09qwMo4aHnhE6,700621800033,,USDCH1016036,Dhamal Sanedo,Rajendra Pala,N/A,Sanedo sanedo Lal Lal DJ Dhamal,19,Rajmudra Productions,0.039395,EUR,0.039,0.046
US,P,spotify:track:74vpZhnOlLVbJl5ZGmDVld,644824516424,,USDCH1039853,Choothi,"Waqar Ex, Bilal Saeed",N/A,Choothi,62,Beyond Records,0.338241,USD,0.287,0.338
DE,FAM6,spotify:track:7nC5GHFZ9YyM82vjlMau8q,711099363173,,USDCH1018483,Badi Garmi Jatlas Dehiya Me,Chandan,N/A,Docterwa Lagawata,1,Kundan Films,0.002297,EUR,0.002,0.003
IN,A,spotify:track:0x6MLfG8luE8buu8hpGa1U,711099367959,,USDCH1021655,Ham Katha Sunate Shri Ram Ki,Radha Kishun,N/A,Hasandag Dugola Mukabala Vol 1,2,MR Series,0.000137,USD,0.000,0.000
PH,FAM6,spotify:track:2ZXZINZ0e32SybWLhLKLwN,711099369373,,INS641200831,Durge Nandani,Vikram Hazra,N/A,Amrit,1,The Art of living,0.000524,EUR,0.001,0.001
PK,PDS,spotify:track:1s8yTFmHbJr4VeniPd06jW,644824516417,,USDCH1039852,Beparwah,"Naseebo Lal, Aryan Khan, Billy",N/A,Beparwah,3,Beyond Records,0.00181,EUR,0.002,0.002
CA,P,spotify:track:0PWo0FZUVrk0O0GZA7aGDn,710825994988,,USDCH1025890,Chamkelu Seesha Jaisan,Pawan Singh,N/A,Saiyaan Superstar,2,Enterr10 Music Bhojpuri,0.007207,EUR,0.007,0.008
AU,TRIAL-3M,spotify:track:7eTyXoMvJztDiLtJPUodXY,711099370171,,INS641200548,Jai Jai Radha Ramana Hari Bol,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,2,The Art Of Living,0.00291,EUR,0.003,0.003
IN,A,spotify:track:61Q2LPfG5dpfhsbJAmyWkD,630808420320,,USDCH1041542,Hothwa Ke Laliya Chatah Na Ho,"Pramod Premi, Priyanka Singh",N/A,Premi Autowala,44,Enterr10 Music Bhojpuri,0.003008,USD,0.003,0.003
TH,A,spotify:track:5f0ccYAQf6DcqT5T2FvO5R,710825995046,,USDCH1025933,Dada Re Dada Gada Ke Rui,Indu Sonali,N/A,Aatankwaadi,4,Enterr10 Music Bhojpuri,0.000759,EUR,0.001,0.001
AU,TRIAL-3M,spotify:track:7j1FjDKIRsTxXm78djrgdv,644824510002,,USDCH1037139,Atma Swaroop,Mehul Pandit,N/A,Infinity Within,3,The Art Of Living,0.004366,EUR,0.004,0.005
DE,P,spotify:track:2PBSauzC00shhOzRwrhgJ9,644824516776,,USDCH1039994,Shisha - Arbaz Khan ft. Zohaib Amjad _ Aryan Khan (Master),"Arbaz Khan, Zohaib Amjad, Aryan Khan",N/A,Shisha,6,Beyond Records,0.028242,EUR,0.028,0.033
BD,P,spotify:track:4zUsdc5ORTEJknvAdJwLlH,630808420283,,USDCH1041684,Laga Ke Vaseline,"Khesari Lal Yadav, Priyanka Singh",N/A,Mehandi Laga Ke Rakhna 3,1,Enterr10 Music Bhojpuri,0.001912,EUR,0.002,0.002
US,FAM6,spotify:track:0Rm42lXrgJ5frsN3KUqmXH,612292253226,,USDCH1036429,Neer Bharan,"Devika, Noor Lodhi",Noor Lodhi,Neer Bharan,1,Faith Records,0.002872,USD,0.002,0.003
IN,A,spotify:track:2LPx5Pnokn9MHEeWYhwsro,612292246655,,USDCH1033648,Kaal Bhairav Sahasranama,Disha Roy,N/A,Sublime Bhajans Vol - 8,8,Ariha Audio,0.000547,USD,0.000,0.001
NP,A,spotify:track:28SDCuHIswa4BIjTlkTZfo,612292243876,,USDCH1032012,KRISHNA KANHA,Minakshi Majumdar,N/A,Transcendental,2,Ariha Audio,0,USD,0.000,0.000
US,A,spotify:track:6vVDXzloxPh5i6LllhvEE6,711099362503,,USDCH1500001,Neray Aah,Mathira,N/A,Neray Aah,6,Beyond Records,0.022349,USD,0.019,0.022
PK,PDS,spotify:track:6vVDXzloxPh5i6LllhvEE6,711099362503,,USDCH1500001,Neray Aah,Mathira,N/A,Neray Aah,1,Beyond Records,0.000603,EUR,0.001,0.001
CA,PDLS12,spotify:track:2nQFn3Rl2o30hAIyRqLCZz,711099364743,,USDCH1019749,Jatra Kekar Banawlu Na,Gulshan Kumar,N/A,Holi Me Jatra Banaweli,1,Mango Music,0.002736,EUR,0.003,0.003
IL,P,spotify:track:3joWAP1AaHTzUUkk96TE2H,711099369632,,INS641200719,Om Namo Narayana,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.003922,EUR,0.004,0.005
MX,A,spotify:track:07u9Dk9lSxOAt3v1mc903r,711099370171,,INS641201190,Shivaraja Maheshwara,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,1,The Art Of Living,0.000153,EUR,0.000,0.000
PL,P,spotify:track:1ss14aSFgdzL93eXDcYuzU,710825994407,,USDCH1025834,Om Namoh Shivay,"Arijit Chakraborty, Partha Pratim Pal, Pabitra Das",Dalia Bhattacharya,Sublime Bhajans Vol - 3,1,Ariha Audio,0.002241,EUR,0.002,0.003
NL,P,spotify:track:3FdbCFDPC1aM1NMVXfotOJ,709586781524,,USDCH1024450,Sarvesham Svastir Bhavatu,Minakshi Majumdar,N/A,Sublime Bhajans Vol - 2,4,Ariha Audio,0.021181,EUR,0.021,0.025
IN,FAM6,spotify:track:19zpHd19zbquE3Yoy65gD2,644824510002,,USDCH1037138,Anmol Tera Jeevan,Mehul Pandit,N/A,Infinity Within,2,The Art Of Living,0.001115,USD,0.001,0.001
CA,P,spotify:track:7rNL7x0qKNIdaAGltdrv7p,630808427060,,USDCH1043577,Line of Descent,Mario Grigorov,N/A,Line of Descent (Original Motion Picture Soundtrack),1,The Field LLC,0.003603,EUR,0.004,0.004
GB,PDS,spotify:track:2X8PQRIShJGZDDXomIbstW,644824510309,,INS641202196,Krishna Govinda,Dr. Manikantan,N/A,Bhavanjali,1,The Art Of Living,0.002712,GBP,0.003,0.004
CA,P,spotify:track:1YyhBRU0O4o4l6VgPRo9OU,710825994445,,USDCH1025864,Third Eye Chakra Meditation with Om,Sourabh Kumar,N/A,Mindful Meditation,9,Ariha Audio,0.032429,EUR,0.032,0.038
CY,A,spotify:track:0PWo0FZUVrk0O0GZA7aGDn,710825994988,,USDCH1025890,Chamkelu Seesha Jaisan,Pawan Singh,N/A,Saiyaan Superstar,9,Enterr10 Music Bhojpuri,0.000407,EUR,0.000,0.000
ZA,FAM6,spotify:track:39sMHhI0SCONpnlFdhVd3k,711099368321,,INS641200383,Rama Krishna Hari,Sachin Limaye,N/A,Best Of Sachin Limaye,2,The Art Of Living,0.002155,EUR,0.002,0.003
IN,A,spotify:track:0ZMCxqIPicJaOQ9HL1gyLF,700621800101,,USDCH1016515,Hay Ye Pavan Bhumi,Rupal Doshi,N/A,Uncha Ambarthi Avone Prabhuji,13,Rajmudra Productions,0.000889,USD,0.001,0.001
RU,A,spotify:track:18n4OsNX37mGGZ2OJcDiTf,612292244118,,USDCH1032137,Madhurashtakam,Trisha Parui,N/A,Sublime Bhajans Vol 7,3,Ariha Audio,0.000092,EUR,0.000,0.000
AU,A,spotify:track:3mBmmZf048Gv6WheetGKL0,711099370171,,INS641200544,Sundara Kanha,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,28,The Art Of Living,0.045141,EUR,0.045,0.053
US,TRIAL-3M,spotify:track:3mBmmZf048Gv6WheetGKL0,711099370171,,INS641200544,Sundara Kanha,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,2,The Art Of Living,0.003847,USD,0.003,0.004
US,PDLS12,spotify:track:1LcH8PYlcDVTTX9MqfQvFC,889845948018,,GBLLT1906070,Aai Shapath Saheb Me Navtho,"Dopeadelicz, Bluesanova",N/A,MapulZ,1,Most Wanted Records - A division of Sippy Media LLP,0.004195,USD,0.004,0.004
CL,A,spotify:track:5oYWah4bOhPy50PjVJqQTS,709586781524,,USDCH1024448,Jai Madhav Madan Murari,Minakshi Majumdar,N/A,Sublime Bhajans Vol - 2,1,Ariha Audio,0.000078,EUR,0.000,0.000
MY,FAM6,spotify:track:1WK7Ehf8n6vAvWq1cz4jFA,612292243876,,USDCH1032008,GOVINDA HARI GOPALA,"Trisha Parui, Nirmalya Roy, Minakshi Majumdar","Trisha Parui, Minakshi Majumdar",Transcendental,1,Ariha Audio,0.000731,EUR,0.001,0.001
NL,FAM6,spotify:track:07u9Dk9lSxOAt3v1mc903r,711099370171,,INS641201190,Shivaraja Maheshwara,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,16,The Art Of Living,0.040933,EUR,0.041,0.048
AU,A,spotify:track:19ZFh6XKmACdmufaHDhhrU,644824510248,,USDCH1037304,Medha Suktam,Swami Purnachaitanya,N/A,Suktanjali,6,The Art of living,0.009673,EUR,0.010,0.011
CA,FAM6,spotify:track:7zSTqB7ZhWz6VMReXZmZst,612292246655,,USDCH1033645,Hanuman Amritwani,Disha Roy,N/A,Sublime Bhajans Vol - 8,6,Ariha Audio,0.011375,EUR,0.011,0.013
SE,FAM6,spotify:track:0jHAr3KUkFOd2PyQWQlgTF,700621799870,,USDCH1015529,Bhakt Tumaro Jawab,Vipul Chheda,N/A,Bhakt Tu Maro Jawab Sambhali Le,1,Rajmudra Productions,0.003506,EUR,0.004,0.004
SE,PDIB,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.006337,EUR,0.006,0.007
CA,PDLS12,spotify:track:1zpdtQSEET7fJSsKQUouBK,711099364743,,USDCH1019745,A Shayam Tohara Naam Ke Gulal,Gulshan Kumar,N/A,Holi Me Jatra Banaweli,4,Mango Music,0.010943,EUR,0.011,0.013
IN,TRIAL-6M,spotify:track:51xRr0hvvBpyljgvNfXkH9,630808427039,,USDCH1043567,METER DOWN,"7Bantai'Z, Kaam Bhaari",N/A,METER DOWN,93,Most Wanted Records - A Division of Sippy Media LLP,0.076591,USD,0.065,0.077
AR,DUO,spotify:track:4LfPCVGLePtrXPdMzigz8E,711099368321,,INS641200382,Govinda Govinda Gopala,Sachin Limaye,N/A,Best Of Sachin Limaye,4,The Art Of Living,0.004457,EUR,0.004,0.005
CA,P,spotify:track:1LcH8PYlcDVTTX9MqfQvFC,889845948018,,GBLLT1906070,Aai Shapath Saheb Me Navtho,"Dopeadelicz, Bluesanova",N/A,MapulZ,89,Most Wanted Records - A division of Sippy Media LLP,0.32069,EUR,0.321,0.377
FJ,A,spotify:track:4qOpOUL01HYpzskXpJaQIy,711099370171,,INS641201187,Om Namah Shivaya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,1,The Art Of Living,0,USD,0.000,0.000
CR,FAM6,spotify:track:0A0aNcQVITgOHABB5wpJsI,709586781524,,USDCH1024449,Radhe Govinda Krishna,Trisha Parui,N/A,Sublime Bhajans Vol - 2,46,Ariha Audio,0.07698,USD,0.065,0.077
IN,DUO,spotify:track:5sCkzFVc190z1rCa6RMpfP,644824517872,,USDCH1040603,Ka Se Kamaayib,"Khesari Lal Yadav, Priyanka Maurya",N/A,Bhag Khesari Bhag,11,Enterr10 Music Bhojpuri,0.010701,USD,0.009,0.011
EC,P,spotify:track:47tln8PoDpexvcRxbnAgOJ,711099369632,,INS641200265,Jaya Jaya Krishna Krishna Hare,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,4,The Art Of Living,0.012388,USD,0.011,0.012
KE,A,spotify:track:1vtAVdmW4VvaFu8WWIUhTd,711099370171,,INS641201211,Parameshwaraya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,1,The Art Of Living,0.000221,USD,0.000,0.000
ID,DUO,spotify:track:1E4nMwhsQbCB96N7m4Gc2X,612292244118,,USDCH1032136,Hare Krishna Hare Rama,Arijit Chakraborty,N/A,Sublime Bhajans Vol 7,1,Ariha Audio,0.001089,EUR,0.001,0.001
TH,FAM6,spotify:track:2T3OrvRpn6lRolszwaLzWX,612292246655,,USDCH1033647,Hanuman Sahasranaam,Minakshi Mazumdar,N/A,Sublime Bhajans Vol - 8,2,Ariha Audio,0.001629,EUR,0.002,0.002
US,WINBACKMY21,spotify:track:6TQcQgZlvxiQkJvrc6oGgD,711099369236,,INS641201967,Ancient love,Sri Sri Ravi Shankar,N/A,Ancient Love,1,The Art of living,0.003539,USD,0.003,0.004
US,PDS,spotify:track:2FxmjlTrCKpFGb2qb6tCcg,612292253448,,USDCH1036762,Durga Chalisa,Trisha Parui,N/A,Sublime Bhajans Vol - 9,3,Ariha Audio,0.0065,USD,0.006,0.007
NZ,DUO,spotify:track:1vtAVdmW4VvaFu8WWIUhTd,711099370171,,INS641201211,Parameshwaraya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,5,The Art Of Living,0.018851,EUR,0.019,0.022
TW,P,spotify:track:07u9Dk9lSxOAt3v1mc903r,711099370171,,INS641201190,Shivaraja Maheshwara,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,4,The Art Of Living,0.009801,EUR,0.010,0.012
PH,PDIB,spotify:track:7DLKT0i0nCnl9UseTKLPtf,711099369373,,INS641200542,Radhe Radhe Radhe Shyam,Vikram Hazra,N/A,Amrit,1,The Art of living,0.001051,EUR,0.001,0.001
NO,A,spotify:track:2j39TRa9GsAo4GoqIZrZW6,711099369373,,INS641200541,Nikunj Mein Biraje,Vikram Hazra,N/A,Amrit,2,The Art of living,0.000285,EUR,0.000,0.000
PT,FAM6,spotify:track:4qOpOUL01HYpzskXpJaQIy,711099370171,,INS641201187,Om Namah Shivaya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,2,The Art Of Living,0.003513,EUR,0.004,0.004
US,DUO,spotify:track:7j1FjDKIRsTxXm78djrgdv,644824510002,,USDCH1037139,Atma Swaroop,Mehul Pandit,N/A,Infinity Within,3,The Art Of Living,0.012862,USD,0.011,0.013
ES,FAM6,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,31,The Art Of Living,0.067683,EUR,0.068,0.080
US,A,spotify:track:5jDptBzXcm1CNEjWvkgve2,711099370171,,INS641201231,Damroo Bhaje,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,47,The Art Of Living,0.175069,USD,0.149,0.175
IN,A,spotify:track:2YUoqEQY90HdnMh2bMoX0m,644824516738,,USDCH1039990,Anni Pa De - Zohaib Amjad,Zohaib Amjad,N/A,Anni Pa De,96,Beyond Records,0.006564,USD,0.006,0.007
GB,A,spotify:track:0duWnIwJqYu0pFNwXTvf18,711099365177,,USDCH1020053,Rajaiya Dal Di A Raja,Uttam Singh,N/A,Markari Jaraweli,1,Star Films,0.001601,GBP,0.002,0.002
FR,P,spotify:track:1qWBWMCMNd7wIXaknViBvc,711099369373,,INS641200535,Achutam Keshavam,Vikram Hazra,N/A,Amrit,14,The Art of living,0.068677,EUR,0.069,0.081
SE,FAM6,spotify:track:7DLKT0i0nCnl9UseTKLPtf,711099369373,,INS641200542,Radhe Radhe Radhe Shyam,Vikram Hazra,N/A,Amrit,1,The Art of living,0.003506,EUR,0.004,0.004
AU,P,spotify:track:7uVXSocrQGOh31c0YVEOiP,711099370171,,INS641201106,Tumase Ho Jori,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,3,The Art Of Living,0.012518,EUR,0.013,0.015
UY,A,spotify:track:0dgLLTtvBl6lsrOy1QGqbH,711099368758,,INS641200539,Narayan Narayan,Vikram Hazra,N/A,Achutam,2,The Art of living,0.000206,USD,0.000,0.000
BR,A,spotify:track:1LcH8PYlcDVTTX9MqfQvFC,889845948018,,GBLLT1906070,Aai Shapath Saheb Me Navtho,"Dopeadelicz, Bluesanova",N/A,MapulZ,1,Most Wanted Records - A division of Sippy Media LLP,0.000146,EUR,0.000,0.000
IN,DUO,spotify:track:1uCnbI3fVcsrMxEDHzjl74,889845948018,,USDCH1043573,Weekend,"Dopeadelicz, Captain Fuse, Jayhaan",N/A,MapulZ,4,Most Wanted Records - A division of Sippy Media LLP,0.003891,USD,0.003,0.004
SG,A,spotify:track:2KLgqSMxYvOyeVRAOV6gcd,612292244040,,USDCH1032100,Yaa Devi Sarva Bhuteshu,Nirmalya Roy,N/A,Sublime Bhajans Vol. 4,5,Ariha Audio,0.00163,EUR,0.002,0.002
IN,A,spotify:track:1VDYmMSCdipIyBImTbDSKQ,612292245542,,USDCH1032861,Iss Pyaar Ko Kya Naam Doon,Sanchiti Sakat,N/A,Bewafaai Hits 2,2,Sai Recordds Entertainment,0.000137,USD,0.000,0.000
GB,P,spotify:track:2q77KfIRxNxlSUtY79JjXa,644824510019,,USDCH1037149,Navagraha Mantra - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,16,The Art Of Living,0.090854,GBP,0.107,0.125
LK,PDIB,spotify:track:1qWBWMCMNd7wIXaknViBvc,711099369373,,INS641200535,Achutam Keshavam,Vikram Hazra,N/A,Amrit,2,The Art of living,0.0031,EUR,0.003,0.004
CH,FAM6,spotify:track:0M8czKUnpZXsf43BEtpi6q,644824510019,,USDCH1037146,Dhanvantari Mantra - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.003381,EUR,0.003,0.004
US,A,spotify:track:47tln8PoDpexvcRxbnAgOJ,711099369632,,INS641200265,Jaya Jaya Krishna Krishna Hare,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,22,The Art Of Living,0.081947,USD,0.070,0.082
UY,P,spotify:track:6eSFXIcX1Lwn3qTLFGsbnG,711099369632,,INS641201634,Gurudev,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,2,The Art Of Living,0.008726,USD,0.007,0.009
LK,P,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.00185,EUR,0.002,0.002
CA,WINBACKMY21,spotify:track:7DLKT0i0nCnl9UseTKLPtf,711099369373,,INS641200542,Radhe Radhe Radhe Shyam,Vikram Hazra,N/A,Amrit,1,The Art of living,0.002526,EUR,0.003,0.003
US,P,spotify:track:5YrmNa8Ifdhxa6jhvAJg30,711099360974,,USDCH1016737,Jaane Khuda,Zohaib Amjad,N/A,Jaane Khuda,2,Beyond Records,0.010911,USD,0.009,0.011
US,A,spotify:track:5nbhap9zImbcVjAy367C7m,711099368321,,INS641200547,Krishnam Vande,Sachin Limaye,N/A,Best Of Sachin Limaye,26,The Art Of Living,0.096847,USD,0.082,0.097
BG,FAM6,spotify:track:42EHrjFtoTjRtRLSBtT8CU,644824510484,,INS641201249,Radhe,Gayatri Ashokan,N/A,Vishuddhi,2,The Art Of Living,0.002734,EUR,0.003,0.003
DE,A,spotify:track:4j6u4LsEi98crgKBrTeqH4,612292243876,,USDCH1032013,OM NAMOH BHAGVATE VASUDEVAYA,Nirmalya Roy,N/A,Transcendental,2,Ariha Audio,0.002246,EUR,0.002,0.003
IN,A,spotify:track:7ieOpsGzFdlpHyX9TSA9he,612292246457,,USDCH1033451,Sun Bewafa Tujhe Hum Bhula Denge,Khushboo Jain,N/A,Bewafai Hits 4,5,Sai Recordds Entertainment,0.000342,USD,0.000,0.000
NL,FAM6,spotify:track:4LfPCVGLePtrXPdMzigz8E,711099368321,,INS641200382,Govinda Govinda Gopala,Sachin Limaye,N/A,Best Of Sachin Limaye,1,The Art Of Living,0.002558,EUR,0.003,0.003
IN,TRIAL-6M,spotify:track:0A0aNcQVITgOHABB5wpJsI,709586781524,,USDCH1024449,Radhe Govinda Krishna,Trisha Parui,N/A,Sublime Bhajans Vol - 2,5,Ariha Audio,0.004118,USD,0.004,0.004
ES,P,spotify:track:6eSFXIcX1Lwn3qTLFGsbnG,711099369632,,INS641201634,Gurudev,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.004671,EUR,0.005,0.005
IT,FAM6,spotify:track:2j39TRa9GsAo4GoqIZrZW6,711099369373,,INS641200541,Nikunj Mein Biraje,Vikram Hazra,N/A,Amrit,2,The Art of living,0.004497,EUR,0.004,0.005
GB,A,spotify:track:74vpZhnOlLVbJl5ZGmDVld,644824516424,,USDCH1039853,Choothi,"Waqar Ex, Bilal Saeed",N/A,Choothi,73,Beyond Records,0.116868,GBP,0.137,0.161
TR,P,spotify:track:4vFqF3nS9ep69iVVaHJy1f,612292243876,,USDCH1032011,JAI JAI RADHA RAMAN,Trisha Parui,N/A,Transcendental,1,Ariha Audio,0.000969,EUR,0.001,0.001
MX,FAM6,spotify:track:4NMhbrcRodBr0WUYtI9tdQ,630808420252,,USDCH1041491,Anhar Ka Ke Ghar Tu Sataiba Rat Bhar,"Khesari Lal Yadav, Honey B",N/A,Ek Saazish Jaal,1,Enterr10 Music Bhojpuri,0.000847,EUR,0.001,0.001
HR,FAM6,spotify:track:3joWAP1AaHTzUUkk96TE2H,711099369632,,INS641200719,Om Namo Narayana,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,11,The Art Of Living,0.01407,EUR,0.014,0.017
GB,FAM6,spotify:track:2ZXZINZ0e32SybWLhLKLwN,711099369373,,INS641200831,Durge Nandani,Vikram Hazra,N/A,Amrit,7,The Art of living,0.023372,GBP,0.027,0.032
BR,A,spotify:track:2AHpvnMUFvItPsHz9MAT45,612292244132,,USDCH1032146,Solar Plexus Meditation 320 Hz,Sourabh Kumar,N/A,Meditation for soul,1,Ariha Audio,0.000146,EUR,0.000,0.000
CL,P,spotify:track:6DBQt83lPEV3EmjNq6S9Rw,644824510248,,USDCH1037294,Sri Suktam,Swami Purnachaitanya,N/A,Suktanjali,8,The Art of living,0.017921,EUR,0.018,0.021
IN,A,spotify:track:1rLgYPer3JgcDMQ7wSko0Y,630808428807,,USDCH1043869,Infinity,"Amaan Ali Bangash, Ayaan Ali Bangash, Karsh Kale, Amjad Ali Khan",N/A,Infinity,22,Sarod Records,0.001504,USD,0.001,0.002
IN,A,spotify:track:2FZQryrQsTEGRbv4hDgx0I,700621800101,,USDCH1016475,Dada Aavi Dilda Maa,Deepali Somaiya,N/A,Uncha Ambarthi Avone Prabhuji,2,Rajmudra Productions,0.000137,USD,0.000,0.000
NZ,P,spotify:track:7DLKT0i0nCnl9UseTKLPtf,711099369373,,INS641200542,Radhe Radhe Radhe Shyam,Vikram Hazra,N/A,Amrit,1,The Art of living,0.00476,EUR,0.005,0.006
BR,DUO,spotify:track:3joWAP1AaHTzUUkk96TE2H,711099369632,,INS641200719,Om Namo Narayana,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,10,The Art Of Living,0.017973,EUR,0.018,0.021
AR,WINBACKMY21,spotify:track:5jDptBzXcm1CNEjWvkgve2,711099370171,,INS641201231,Damroo Bhaje,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,1,The Art Of Living,0.000422,EUR,0.000,0.000
IN,PDLS12,spotify:track:4j6u4LsEi98crgKBrTeqH4,612292243876,,USDCH1032013,OM NAMOH BHAGVATE VASUDEVAYA,Nirmalya Roy,N/A,Transcendental,9,Ariha Audio,0.00834,USD,0.007,0.008
DO,TRIAL-3M,spotify:track:18n4OsNX37mGGZ2OJcDiTf,612292244118,,USDCH1032137,Madhurashtakam,Trisha Parui,N/A,Sublime Bhajans Vol 7,1,Ariha Audio,0.00127,USD,0.001,0.001
AR,P,spotify:track:2h74VRHlXdDWZ7wANk9WI3,711099369632,,INS641200270,Buddham Sharanam Gacchami,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.001283,EUR,0.001,0.002
CA,FAM6,spotify:track:2Qnu9Tw3nW2nhUeLv6vmGq,710825994407,,USDCH1025832,Asatoma Sadgamaya,Trisha Parui,N/A,Sublime Bhajans Vol - 3,5,Ariha Audio,0.009479,EUR,0.009,0.011
CA,TRIAL-3M,spotify:track:36sk1Z7IwVPphg9L0hFcEE,644824510248,,USDCH1037303,Shraddha Suktam,Swami Purnachaitanya,N/A,Suktanjali,5,The Art of living,0.007159,EUR,0.007,0.008
GB,FAM6,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,374,The Art Of Living,1.24873,GBP,1.464,1.723
SG,P,spotify:track:6TspKBPvfaNei31ZubcbRs,644824510019,,USDCH1037147,Maha Mrityunjaya Mantra - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.00362,EUR,0.004,0.004
US,DUO,spotify:track:3DlNSeX2zzaZNxJdQcZEVz,644824510248,,USDCH1037292,Ganesha Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.004287,USD,0.004,0.004
HK,FAM6,spotify:track:6jdfbVqAI5VAsqXwuZIqpe,711099370058,,INS641200060,hey mata,Gayatri Ashokan,N/A,Anahata,4,The Art of living,0.007431,EUR,0.007,0.009
AR,DUO,spotify:track:6eSFXIcX1Lwn3qTLFGsbnG,711099369632,,INS641201634,Gurudev,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,3,The Art Of Living,0.003343,EUR,0.003,0.004
AU,FAM6,spotify:track:5vKNRgRKf4WucFsnLbppRz,612292244040,,USDCH1032099,Devi Kavacham Mantra,Minakshi Mazumdar,N/A,Sublime Bhajans Vol. 4,5,Ariha Audio,0.010346,EUR,0.010,0.012
US,P,spotify:track:6DBQt83lPEV3EmjNq6S9Rw,644824510248,,USDCH1037294,Sri Suktam,Swami Purnachaitanya,N/A,Suktanjali,81,The Art of living,0.441896,USD,0.376,0.442
