Country,Product,URI,UPC,EAN,ISRC,Track name,Artist name,Composer name,Album name,Quantity,Label,Payable invoice,Invoice currency,Payable EUR,Payable USD
NZ,P,spotify:track:2AHpvnMUFvItPsHz9MAT45,612292244132,,USDCH1032146,Solar Plexus Meditation 320 Hz,Sourabh Kumar,N/A,Meditation for soul,1,Ariha Audio,0.00476,EUR,0.005,0.006
IN,P,spotify:track:7eTyXoMvJztDiLtJPUodXY,711099370171,,INS641200548,Jai Jai Radha Ramana Hari Bol,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,96,The Art Of Living,0.107275,USD,0.091,0.107
US,P,spotify:track:1f6yJtksRFyOo0Ke5dQZe1,630808420269,,USDCH1041506,Paniya Ke Dhaar,"Rakesh Mishra, Prianka Singh",N/A,Ichchhadhari Naag,4,Enterr10 Music Bhojpuri,0.021822,USD,0.019,0.022
NZ,A,spotify:track:5Pzff8F7DT9AwK1loEgVbX,644824510248,,USDCH1037296,Durga Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.000506,EUR,0.001,0.001
IT,P,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,50,The Art Of Living,0.255469,EUR,0.255,0.301
IN,A,spotify:track:0bmmXGsNAYaGXfOaNpA24b,700621799832,,USDCH1015363,Pankhida,Manoj Dave,N/A,Stuti Aarti Thal Akhand Garba,2,Rajmudra Productions,0.000137,USD,0.000,0.000
IN,A,spotify:track:0Sfrrccm8Ldwpbx1SLRebd,700621800101,,USDCH1016473,Uncha Amber Thi,Mahesh Maru,N/A,Uncha Ambarthi Avone Prabhuji,53,Rajmudra Productions,0.003624,USD,0.003,0.004
IN,FAM6,spotify:track:6hdwT1ervIITLxDILMkBUI,711099369632,,INS641200259,Shambho,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,12,The Art Of Living,0.006688,USD,0.006,0.007
US,DUO,spotify:track:1CIjycsFTIFD17pzdpXLCp,711099369281,,INS641201216,Vishalakshi Devi,Chitra Roy,N/A,Best Of Chitra Roy,3,The Art Of Living,0.012862,USD,0.011,0.013
US,DUO,spotify:track:23gDhm3tI3jdNxk32psdj4,612292244118,,USDCH1032135,Ganpati Vandana,Minakshi Majumdar,N/A,Sublime Bhajans Vol 7,1,Ariha Audio,0.004287,USD,0.004,0.004
AE,TRIAL-3M,spotify:track:1qWBWMCMNd7wIXaknViBvc,711099369373,,INS641200535,Achutam Keshavam,Vikram Hazra,N/A,Amrit,12,The Art of living,0.013822,EUR,0.014,0.016
US,FAM6,spotify:track:5MmJsIYUJVPST1mSSYuGk5,644824510248,,USDCH1037298,Narayana Suktam,Swami Purnachaitanya,N/A,Suktanjali,29,The Art of living,0.083301,USD,0.071,0.083
IN,A,spotify:track:1xDOR2L0wDFNhGrvsaw5BM,644824517278,,USDCH1040334,Apni Mohabbat Ko,Damodar Raao,N/A,Bewafai Hits 12,1,Sai Recordds Entertainment,0.000068,USD,0.000,0.000
IN,A,spotify:track:48Gy0ciycUaRFeBegIgTOe,630808420252,,USDCH1041492,Case High Court Me Jaai,"Khesari Lal Yadav, Priyanka Singh",N/A,Ek Saazish Jaal,543,Enterr10 Music Bhojpuri,0.037127,USD,0.032,0.037
ZA,WINBACKMY21,spotify:track:73bpsmjnNktlcigbBmIDLt,711099369373,,INS641200834,Jaya Durge Laxmi,Vikram Hazra,N/A,Amrit,2,The Art of living,0.002333,EUR,0.002,0.003
BR,DUO,spotify:track:2h74VRHlXdDWZ7wANk9WI3,711099369632,,INS641200270,Buddham Sharanam Gacchami,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.001797,EUR,0.002,0.002
IN,A,spotify:track:3M6nxNh1mi2Mm6pbPLraKM,644824510019,,USDCH1037152,Om Namo Narayanaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,450,The Art Of Living,0.030768,USD,0.026,0.031
DE,A,spotify:track:7k8sBiv7zGKyEuvAstXVOd,612292244118,,USDCH1032140,Shiva Aahvaan Mantra,Minakshi Majumdar,N/A,Sublime Bhajans Vol 7,1,Ariha Audio,0.001123,EUR,0.001,0.001
GB,PDIB,spotify:track:2p3LRYlhqWphd5Ha7QyxcC,644824510255,,USDCH1037310,Bewafa Se Pyar Ho Gaya,Rishu Babu,N/A,Bewafai Hits 8,1,Sai Recordds Entertainment,0.005406,GBP,0.006,0.007
GB,FAM6,spotify:track:30UNQILbZApyiGklUKwozt,644824510248,,USDCH1037301,Aghamarshana Suktam,Swami Purnachaitanya,N/A,Suktanjali,29,The Art of living,0.096827,GBP,0.114,0.134
GB,WINBACKMY21,spotify:track:0A0aNcQVITgOHABB5wpJsI,709586781524,,USDCH1024449,Radhe Govinda Krishna,Trisha Parui,N/A,Sublime Bhajans Vol - 2,1,Ariha Audio,0.003915,GBP,0.005,0.005
TH,A,spotify:track:5sctwvDQsO5QFoeUk701Ph,710825995046,,USDCH1025937,Sim Ke Taar,Khesari Lal Yadav,N/A,Aatankwaadi,2,Enterr10 Music Bhojpuri,0.00038,EUR,0.000,0.000
GB,A,spotify:track:42EHrjFtoTjRtRLSBtT8CU,644824510484,,INS641201249,Radhe,Gayatri Ashokan,N/A,Vishuddhi,1,The Art Of Living,0.001601,GBP,0.002,0.002
AU,DUO,spotify:track:4Tg2j89RWqSeaNRouicOJr,644824510019,,USDCH1037150,Om Gan Ganapataye Namah - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,20,The Art Of Living,0.067583,EUR,0.068,0.080
BR,WINBACKMY21,spotify:track:7DLKT0i0nCnl9UseTKLPtf,711099369373,,INS641200542,Radhe Radhe Radhe Shyam,Vikram Hazra,N/A,Amrit,1,The Art of living,0.00115,EUR,0.001,0.001
SE,DUO,spotify:track:2PBSauzC00shhOzRwrhgJ9,644824516776,,USDCH1039994,Shisha - Arbaz Khan ft. Zohaib Amjad _ Aryan Khan (Master),"Arbaz Khan, Zohaib Amjad, Aryan Khan",N/A,Shisha,11,Beyond Records,0.054501,EUR,0.055,0.064
DE,P,spotify:track:4Tg2j89RWqSeaNRouicOJr,644824510019,,USDCH1037150,Om Gan Ganapataye Namah - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.004707,EUR,0.005,0.006
IN,A,spotify:track:0RCMHBDSnJLhZgMgE0LMih,644824517612,,USDCH1040548,Lalit,"Amaan Ali Bangash, Ayaan Ali Bangash",N/A,New Delhi - A Journey,4,Hotel Leelaventure Limited,0.000273,USD,0.000,0.000
NZ,PDIB,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,403,The Art Of Living,1.980596,EUR,1.981,2.330
US,FAM6,spotify:track:1WLoTxhaLfyV6iUiCKhQG5,644824516493,,USDCH1039860,Roya Karenga,"Sheraki, Naseebo Lal",N/A,Roya Karenga,1,Beyond Records,0.002872,USD,0.002,0.003
TH,A,spotify:track:3FdbCFDPC1aM1NMVXfotOJ,709586781524,,USDCH1024450,Sarvesham Svastir Bhavatu,Minakshi Majumdar,N/A,Sublime Bhajans Vol - 2,2,Ariha Audio,0.00038,EUR,0.000,0.000
JP,P,spotify:track:4qOpOUL01HYpzskXpJaQIy,711099370171,,INS641201187,Om Namah Shivaya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,2,The Art Of Living,0.009417,EUR,0.009,0.011
AE,P,spotify:track:7qB38dkBKtu4CMc2KHPApU,644824516585,,USDCH1039875,Bewafai,Imran Ali Akhtar,N/A,Bewafai,1,Beyond Records,0.003077,EUR,0.003,0.004
SE,FAM6,spotify:track:2OugNFgquPbyo4C95YMtME,700621799870,,USDCH1015552,Karuna Sagar,Sanjay Omkar,N/A,Bhakt Tu Maro Jawab Sambhali Le,1,Rajmudra Productions,0.003506,EUR,0.004,0.004
PL,FAM6,spotify:track:2j39TRa9GsAo4GoqIZrZW6,711099369373,,INS641200541,Nikunj Mein Biraje,Vikram Hazra,N/A,Amrit,4,The Art of living,0.003698,EUR,0.004,0.004
OM,P,spotify:track:1LcH8PYlcDVTTX9MqfQvFC,889845948018,,GBLLT1906070,Aai Shapath Saheb Me Navtho,"Dopeadelicz, Bluesanova",N/A,MapulZ,1,Most Wanted Records - A division of Sippy Media LLP,0.00309,USD,0.003,0.003
AU,A,spotify:track:2HKMJ9ChW4n1uFeqF2yrXJ,700621799351,,USDCH1014741,Tera Pyar,Aryan Khan,N/A,Tera Pyar,3,Beyond Records,0.004837,EUR,0.005,0.006
RU,FAM6,spotify:track:3M6nxNh1mi2Mm6pbPLraKM,644824510019,,USDCH1037152,Om Namo Narayanaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.000432,EUR,0.000,0.001
IN,A,spotify:track:0mHQdurrPPJIcFjMgvZff3,700621800101,,USDCH1016527,Mara Ghat Ma Birajta,Prakash Upadhayay,N/A,Uncha Ambarthi Avone Prabhuji,1,Rajmudra Productions,0.000068,USD,0.000,0.000
GB,FAM6,spotify:track:3CELdqkbFWYZURNOsyaASR,612292253448,,USDCH1036760,Aditya Hrudayam Stotram,Trisha Parui,N/A,Sublime Bhajans Vol - 9,1,Ariha Audio,0.003339,GBP,0.004,0.005
IN,PDS,spotify:track:187QPaIrSDkZtvIdYVPm9N,700621800088,,USDCH1016419,Tu Mane Bhagvan,Irfan Meer,N/A,Tari Bhakti No Sathwaro,2,Rajmudra Productions,0.000975,USD,0.001,0.001
PL,DUO,spotify:track:5Pzff8F7DT9AwK1loEgVbX,644824510248,,USDCH1037296,Durga Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.001814,EUR,0.002,0.002
US,FAM6,spotify:track:3kqWiORJWi25ALoHZf2RMx,612292253448,,USDCH1036771,Sri Lalitha Sahasranamam,Minakshi Majumdar,N/A,Sublime Bhajans Vol - 9,3,Ariha Audio,0.008617,USD,0.007,0.009
PT,DUO,spotify:track:2h74VRHlXdDWZ7wANk9WI3,711099369632,,INS641200270,Buddham Sharanam Gacchami,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.002919,EUR,0.003,0.003
MU,A,spotify:track:6mn3fm0qkoCyRu3XWPuytp,644824510019,,USDCH1037148,Mantra Kavacham - Introduction,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0,USD,0.000,0.000
GB,DUO,spotify:track:1WK7Ehf8n6vAvWq1cz4jFA,612292243876,,USDCH1032008,GOVINDA HARI GOPALA,"Trisha Parui, Nirmalya Roy, Minakshi Majumdar","Trisha Parui, Minakshi Majumdar",Transcendental,4,Ariha Audio,0.019796,GBP,0.023,0.027
GB,WINBACKMY21,spotify:track:7DLKT0i0nCnl9UseTKLPtf,711099369373,,INS641200542,Radhe Radhe Radhe Shyam,Vikram Hazra,N/A,Amrit,4,The Art of living,0.01566,GBP,0.018,0.022
IN,PDS,spotify:track:5xFqQEdrkSaR5Th9i7jdBC,711099366884,,USDCH1020943,Ankhiya Ladal Ba Jabse Dil Me Karar Naikhe,Rahul Raj,N/A,Faguwa Ke Asar,1,Kanha Music,0.000487,USD,0.000,0.000
BO,A,spotify:track:0dgLLTtvBl6lsrOy1QGqbH,711099368758,,INS641200539,Narayan Narayan,Vikram Hazra,N/A,Achutam,1,The Art of living,0.00003,USD,0.000,0.000
NZ,FAM6,spotify:track:3CELdqkbFWYZURNOsyaASR,612292253448,,USDCH1036760,Aditya Hrudayam Stotram,Trisha Parui,N/A,Sublime Bhajans Vol - 9,1,Ariha Audio,0.002322,EUR,0.002,0.003
CL,P,spotify:track:6mn3fm0qkoCyRu3XWPuytp,644824510019,,USDCH1037148,Mantra Kavacham - Introduction,Swami Purnachaitanya,N/A,Mantra Kavacham,1,The Art Of Living,0.00224,EUR,0.002,0.003
CA,A,spotify:track:2h91688tQyMQn17fKEoWDM,644824510309,,INS641202202,Guru Aaarti,Dr. Manikantan,N/A,Bhavanjali,4,The Art Of Living,0.008294,EUR,0.008,0.010
GB,FAM6,spotify:track:7nhruba4fm49yMszdvluzk,644824517261,,USDCH1040333,Makhna,"Waqas Ali, Shazia Manzoor, Aryan Khan",N/A,Makhna,48,Beyond Records,0.160265,GBP,0.188,0.221
DK,A,spotify:track:2j39TRa9GsAo4GoqIZrZW6,711099369373,,INS641200541,Nikunj Mein Biraje,Vikram Hazra,N/A,Amrit,4,The Art of living,0.002359,EUR,0.002,0.003
PK,A,spotify:track:5YrmNa8Ifdhxa6jhvAJg30,711099360974,,USDCH1016737,Jaane Khuda,Zohaib Amjad,N/A,Jaane Khuda,5,Beyond Records,0.001043,EUR,0.001,0.001
MY,FAM6,spotify:track:3kqWiORJWi25ALoHZf2RMx,612292253448,,USDCH1036771,Sri Lalitha Sahasranamam,Minakshi Majumdar,N/A,Sublime Bhajans Vol - 9,1,Ariha Audio,0.000731,EUR,0.001,0.001
NG,DUO,spotify:track:1qWBWMCMNd7wIXaknViBvc,711099369373,,INS641200535,Achutam Keshavam,Vikram Hazra,N/A,Amrit,1,The Art of living,0.000799,USD,0.001,0.001
NL,P,spotify:track:3UsQgwAuAY7OPpJ7dsMdYs,630808419683,,USDCH1041233,Aum Namah Shivayah,"Divija Purohit, Swati Gurao, Sanjay Pathak, Akshay Vardhave",N/A,Devotional Bhajans,1,Mobile Media,0.005295,EUR,0.005,0.006
PY,WINBACKMY21,spotify:track:7DLKT0i0nCnl9UseTKLPtf,711099369373,,INS641200542,Radhe Radhe Radhe Shyam,Vikram Hazra,N/A,Amrit,1,The Art of living,0.001776,USD,0.002,0.002
NL,FAM6,spotify:track:65PMGH7LVKFADYQxKlHBlC,710825994971,,USDCH1025884,Jai Jagadish Hare Aarti,"Dinesh Kumar Dube, Sarrika Singh",N/A,The Best of Aartis,1,Ariha Audio,0.002558,EUR,0.003,0.003
GB,PDS,spotify:track:0gU6uIADcIXHx2MdfXnMl3,644824516516,,USDCH1039862,Tere Naal - Zohaib Amjad,Zohaib Amjad,N/A,Tere Naal,57,Beyond Records,0.154556,GBP,0.181,0.213
IN,PDLS12,spotify:track:4HH7wlKAGnhRAu8GFBepcq,711099369373,,INS641200989,Har Har Bole,Vikram Hazra,N/A,Amrit,13,The Art of living,0.012047,USD,0.010,0.012
ZA,FAM6,spotify:track:4vFqF3nS9ep69iVVaHJy1f,612292243876,,USDCH1032011,JAI JAI RADHA RAMAN,Trisha Parui,N/A,Transcendental,4,Ariha Audio,0.00431,EUR,0.004,0.005
DE,FAM6,spotify:track:4HH7wlKAGnhRAu8GFBepcq,711099369373,,INS641200989,Har Har Bole,Vikram Hazra,N/A,Amrit,2,The Art of living,0.004593,EUR,0.005,0.005
NL,PDIB,spotify:track:6TspKBPvfaNei31ZubcbRs,644824510019,,USDCH1037147,Maha Mrityunjaya Mantra - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,2,The Art Of Living,0.014729,EUR,0.015,0.017
GB,A,spotify:track:3NTSyO6oG1EhjY69oQt38t,711099369571,,INS641200596,Gopala Gopala,Dr. Manikantam,N/A,Best Of Dr. Manikantam,1,The Art Of Living,0.001601,GBP,0.002,0.002
SG,P,spotify:track:0dgLLTtvBl6lsrOy1QGqbH,711099368758,,INS641200539,Narayan Narayan,Vikram Hazra,N/A,Achutam,9,The Art of living,0.032582,EUR,0.033,0.038
ES,A,spotify:track:7DLKT0i0nCnl9UseTKLPtf,711099369373,,INS641200542,Radhe Radhe Radhe Shyam,Vikram Hazra,N/A,Amrit,6,The Art of living,0.001281,EUR,0.001,0.002
IN,A,spotify:track:5SidbdnqOJFpAffBcvt1O4,644824510439,,INS641200525,Tera Zikr,Gautam Dabir,N/A,Tera Zikr,6,The Art Of Living,0.00041,USD,0.000,0.000
IN,A,spotify:track:28SDCuHIswa4BIjTlkTZfo,612292243876,,USDCH1032012,KRISHNA KANHA,Minakshi Majumdar,N/A,Transcendental,237,Ariha Audio,0.016205,USD,0.014,0.016
GB,A,spotify:track:7mi7uQKOtS95Zf1l9ovkbn,644824510484,,INS641201247,Sree Kari,Gayatri Ashokan,N/A,Vishuddhi,1,The Art Of Living,0.001601,GBP,0.002,0.002
HK,FAM6,spotify:track:1qWBWMCMNd7wIXaknViBvc,711099369373,,INS641200535,Achutam Keshavam,Vikram Hazra,N/A,Amrit,136,The Art of living,0.252638,EUR,0.253,0.297
AR,P,spotify:track:3efflopeZfWnoYR1LJyfzO,644824510248,,USDCH1037295,Devi Suktam,Swami Purnachaitanya,N/A,Suktanjali,22,The Art of living,0.028231,EUR,0.028,0.033
US,P,spotify:track:4Tg2j89RWqSeaNRouicOJr,644824510019,,USDCH1037150,Om Gan Ganapataye Namah - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,211,The Art Of Living,1.151111,USD,0.978,1.151
CO,P,spotify:track:0A0aNcQVITgOHABB5wpJsI,709586781524,,USDCH1024449,Radhe Govinda Krishna,Trisha Parui,N/A,Sublime Bhajans Vol - 2,2,Ariha Audio,0.002973,EUR,0.003,0.003
MY,FAM6,spotify:track:5TLEdZP9fRXfIVVIaoPPrb,711099368758,,INS641200508,Madhava Madhusudana,Srinivas,N/A,Achutam,1,The Art of living,0.000731,EUR,0.001,0.001
IN,A,spotify:track:78Vvi4Kx20ekGoc3DLaBqr,711099362855,,USDCH1018238,Beech Bazar Me karawataru Lafda,Manish Rohtasi,N/A,Cycle Wali,1,WMC,0.000068,USD,0.000,0.000
ZM,A,spotify:track:7DLKT0i0nCnl9UseTKLPtf,711099369373,,INS641200542,Radhe Radhe Radhe Shyam,Vikram Hazra,N/A,Amrit,2,The Art of living,0.000001,USD,0.000,0.000
CZ,P,spotify:track:4qOpOUL01HYpzskXpJaQIy,711099370171,,INS641201187,Om Namah Shivaya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,3,The Art Of Living,0.010067,EUR,0.010,0.012
IN,P,spotify:track:7DLKT0i0nCnl9UseTKLPtf,711099369373,,INS641200542,Radhe Radhe Radhe Shyam,Vikram Hazra,N/A,Amrit,233,The Art of living,0.260365,USD,0.221,0.260
ES,FAM6,spotify:track:07u9Dk9lSxOAt3v1mc903r,711099370171,,INS641201190,Shivaraja Maheshwara,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,1,The Art Of Living,0.002183,EUR,0.002,0.003
TW,A,spotify:track:39sMHhI0SCONpnlFdhVd3k,711099368321,,INS641200383,Rama Krishna Hari,Sachin Limaye,N/A,Best Of Sachin Limaye,2,The Art Of Living,0.000577,EUR,0.001,0.001
AR,FAM6,spotify:track:7How2I53IXnAmRl7jPmCe9,711099369663,,INS641200025,Abhayam abhayam amma,Sudha Ranjith,N/A,Abhayam,1,The Art of living,0.000714,EUR,0.001,0.001
NL,PDIB,spotify:track:1vtAVdmW4VvaFu8WWIUhTd,711099370171,,INS641201211,Parameshwaraya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,1,The Art Of Living,0.007365,EUR,0.007,0.009
FR,FAM6,spotify:track:0M8czKUnpZXsf43BEtpi6q,644824510019,,USDCH1037146,Dhanvantari Mantra - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,10,The Art Of Living,0.02615,EUR,0.026,0.031
AE,P,spotify:track:6vVDXzloxPh5i6LllhvEE6,711099362503,,USDCH1500001,Neray Aah,Mathira,N/A,Neray Aah,1,Beyond Records,0.003077,EUR,0.003,0.004
NL,A,spotify:track:1tXZquODwLYK3OuPxRDEJV,630808420160,,USDCH1041449,Khaab,"Flint J, Arbaz Khan",N/A,Khaab,8,Beyond Records,0.006336,EUR,0.006,0.007
LV,A,spotify:track:5rzayvd6gBbvyGdC7qFqzI,711099369571,,INS641200450,Hari Sundara Nanda,Dr. Manikantam,N/A,Best Of Dr. Manikantam,1,The Art Of Living,0.000163,EUR,0.000,0.000
IN,A,spotify:track:1W5rDqypMCU4n8JRyLrMYC,700621800033,,USDCH1016039,Chhelji Re Ptn Thi,Falguni Pathak,N/A,Sanedo sanedo Lal Lal DJ Dhamal,10,Rajmudra Productions,0.000684,USD,0.001,0.001
IN,A,spotify:track:0Dp6Kb6qFZOlIDGeKhrXA7,612292243876,,USDCH1032016,SHIVOHAM SHIVOHAM,Minakshi Majumdar,N/A,Transcendental,159,Ariha Audio,0.010872,USD,0.009,0.011
AE,P,spotify:track:28SDCuHIswa4BIjTlkTZfo,612292243876,,USDCH1032012,KRISHNA KANHA,Minakshi Majumdar,N/A,Transcendental,4,Ariha Audio,0.01231,EUR,0.012,0.014
MU,A,spotify:track:5Pzff8F7DT9AwK1loEgVbX,644824510248,,USDCH1037296,Durga Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0,USD,0.000,0.000
ZA,P,spotify:track:1FiHjI8sMdpVMF3fk3kxYn,644824510248,,USDCH1037297,Purusha Suktam,Swami Purnachaitanya,N/A,Suktanjali,3,The Art of living,0.006267,EUR,0.006,0.007
GB,P,spotify:track:5XBH6skqHU9QgkkFwXPuLc,612292246655,,USDCH1033652,Ram Raksha Stotra,Trisha Parui,N/A,Sublime Bhajans Vol - 8,1,Ariha Audio,0.005678,GBP,0.007,0.008
US,WINBACKMY21,spotify:track:4zUsdc5ORTEJknvAdJwLlH,630808420283,,USDCH1041684,Laga Ke Vaseline,"Khesari Lal Yadav, Priyanka Singh",N/A,Mehandi Laga Ke Rakhna 3,1,Enterr10 Music Bhojpuri,0.003539,USD,0.003,0.004
CA,DUO,spotify:track:6eSFXIcX1Lwn3qTLFGsbnG,711099369632,,INS641201634,Gurudev,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.002969,EUR,0.003,0.003
NL,A,spotify:track:7uVXSocrQGOh31c0YVEOiP,711099370171,,INS641201106,Tumase Ho Jori,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,7,The Art Of Living,0.005544,EUR,0.006,0.007
IT,FAM6,spotify:track:4qOpOUL01HYpzskXpJaQIy,711099370171,,INS641201187,Om Namah Shivaya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,3,The Art Of Living,0.006745,EUR,0.007,0.008
DK,PDIB,spotify:track:3efflopeZfWnoYR1LJyfzO,644824510248,,USDCH1037295,Devi Suktam,Swami Purnachaitanya,N/A,Suktanjali,2,The Art of living,0.013602,EUR,0.014,0.016
CA,A,spotify:track:1ss14aSFgdzL93eXDcYuzU,710825994407,,USDCH1025834,Om Namoh Shivay,"Arijit Chakraborty, Partha Pratim Pal, Pabitra Das",Dalia Bhattacharya,Sublime Bhajans Vol - 3,7,Ariha Audio,0.014514,EUR,0.015,0.017
ID,A,spotify:track:3joWAP1AaHTzUUkk96TE2H,711099369632,,INS641200719,Om Namo Narayana,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,14,The Art Of Living,0.000677,EUR,0.001,0.001
PH,FAM6,spotify:track:50RxAXvBs18zquwdwf2ZOV,644824510019,,USDCH1037153,Om Namah Shivaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,43,The Art Of Living,0.022535,EUR,0.023,0.027
US,FAM6,spotify:track:1YyhBRU0O4o4l6VgPRo9OU,710825994445,,USDCH1025864,Third Eye Chakra Meditation with Om,Sourabh Kumar,N/A,Mindful Meditation,18,Ariha Audio,0.051704,USD,0.044,0.052
KE,FAM6,spotify:track:2j39TRa9GsAo4GoqIZrZW6,711099369373,,INS641200541,Nikunj Mein Biraje,Vikram Hazra,N/A,Amrit,2,The Art of living,0.001294,USD,0.001,0.001
CO,P,spotify:track:3QK5T6CHXK5BOOjhNUHs4U,711099369748,,INS641200967,Jai Jai Maha Kali,Gayatri Ashokan,N/A,Best Of Gayatri Ashokan,2,The Art Of Living,0.002973,EUR,0.003,0.003
MX,FAM6,spotify:track:3DlNSeX2zzaZNxJdQcZEVz,644824510248,,USDCH1037292,Ganesha Suktam,Swami Purnachaitanya,N/A,Suktanjali,2,The Art of living,0.001693,EUR,0.002,0.002
GB,A,spotify:track:08VxBS6zD92So1489aFbyz,644824510477,,INS641201239,Narayana Hari Om,Amol Sende,N/A,Vasudevaya,1,The Art Of Living,0.001601,GBP,0.002,0.002
IN,DUO,spotify:track:5jDptBzXcm1CNEjWvkgve2,711099370171,,INS641201231,Damroo Bhaje,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,8,The Art Of Living,0.007782,USD,0.007,0.008
SE,FAM6,spotify:track:18n4OsNX37mGGZ2OJcDiTf,612292244118,,USDCH1032137,Madhurashtakam,Trisha Parui,N/A,Sublime Bhajans Vol 7,5,Ariha Audio,0.017528,EUR,0.018,0.021
TR,P,spotify:track:5iS5YsHyTBIC8EMUtzGtgD,644824510019,,USDCH1037151,Om Namo Bhagavate Vasudevaya - 108 Times,Swami Purnachaitanya,N/A,Mantra Kavacham,7,The Art Of Living,0.006783,EUR,0.007,0.008
IN,DUO,spotify:track:19ZFh6XKmACdmufaHDhhrU,644824510248,,USDCH1037304,Medha Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.000973,USD,0.001,0.001
ES,A,spotify:track:5MmJsIYUJVPST1mSSYuGk5,644824510248,,USDCH1037298,Narayana Suktam,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.000214,EUR,0.000,0.000
MX,FAM6,spotify:track:6hdwT1ervIITLxDILMkBUI,711099369632,,INS641200259,Shambho,Sahil Jagtiani,N/A,Best Of Sahil Jagtiani,1,The Art Of Living,0.000847,EUR,0.001,0.001
IN,FAM6,spotify:track:1vtAVdmW4VvaFu8WWIUhTd,711099370171,,INS641201211,Parameshwaraya,Rishi Nityapragya,N/A,Best Of Rishi Nitya Pragya,25,The Art Of Living,0.013934,USD,0.012,0.014
NL,A,spotify:track:2T3OrvRpn6lRolszwaLzWX,612292246655,,USDCH1033647,Hanuman Sahasranaam,Minakshi Mazumdar,N/A,Sublime Bhajans Vol - 8,1,Ariha Audio,0.000792,EUR,0.001,0.001
AR,FAM6,spotify:track:39sMHhI0SCONpnlFdhVd3k,711099368321,,INS641200383,Rama Krishna Hari,Sachin Limaye,N/A,Best Of Sachin Limaye,5,The Art Of Living,0.003572,EUR,0.004,0.004
MY,PDIB,spotify:track:0A0aNcQVITgOHABB5wpJsI,709586781524,,USDCH1024449,Radhe Govinda Krishna,Trisha Parui,N/A,Sublime Bhajans Vol - 2,4,Ariha Audio,0.006414,EUR,0.006,0.008
HU,A,spotify:track:51xRr0hvvBpyljgvNfXkH9,630808427039,,USDCH1043567,METER DOWN,"7Bantai'Z, Kaam Bhaari",N/A,METER DOWN,2,Most Wanted Records - A Division of Sippy Media LLP,0.000399,EUR,0.000,0.000
IN,P,spotify:track:74mKUjKORA57fpb1a4Sf2U,711099364408,,USDCH1019469,Dil Hila Ke Na Chal,Shahid,N/A,Aaj Ka Ye Pal Kitna Suhana Hai,1,N Music,0.001117,USD,0.001,0.001
SE,P,spotify:track:62wDq4t8xD98Ljxu3YayOw,644824510248,,USDCH1037291,Introduction,Swami Purnachaitanya,N/A,Suktanjali,1,The Art of living,0.005917,EUR,0.006,0.007
MY,FAM6,spotify:track:3oe1O4LiIrC4uMUbBjMRGm,612292253448,,USDCH1036761,Annapurna Stotram,Trisha Parui,N/A,Sublime Bhajans Vol - 9,1,Ariha Audio,0.000731,EUR,0.001,0.001
MY,P,spotify:track:4okyofYDEy9JSDD8WpCPoF,711099370058,,INS641200067,om namah shivaya,Gayatri Ashokan,N/A,Anahata,10,The Art of living,0.020519,EUR,0.021,0.024
