claim_id,claim_status,claim_status_detail,claim_origin,claim_type,asset_id,video_id,uploader,channel_id,channel_display_name,video_title,views,matching_duration,longest_match,content_type,reference_video_id,reference_id,claim_policy_id,asset_policy_id,claim_policy_monetize,claim_policy_track,claim_policy_block,asset_policy_monetize,asset_policy_track,asset_policy_block,claim_created_date,video_upload_date,custom_id,video_duration_sec,asset_title,asset_labels,tms,director,studio,season,episode_number,episode_title,release_date,hfa_song_code,isrc,grid,artist,album,record_label,upc,iswc,writers
8N2uZYxgceg,ACTIVE,,AUDIO_MATCH,AUDIO,A942351759018861,K_FElxpBjE8,hir22in,UCWfB1Ct_-fsvzqRxxp9ZlmA,pri.school vavdi,બાળ સંસદ,56,249,121,UGC,,4U6M72MEkvk,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KI KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PG PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KI KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PG PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,19/01/2020,28/06/2019,INS369400063,164,Naiya Zukavi Me To Joje,SOOR,,,,,,,19940303,,INS369400063,,"Dipali Bhatt ,Manoj Dave ,Ninad Maheta ,Foram Maheta",Prarthna Pothi 1,Soor Mandir,6.44825E+11,,
FUCeQH3HTo8,ACTIVE,,AUDIO_MATCH,AUDIO,A727050550581775,jFxbTOPASoU,,UCuRtsLSNA1nD9HUryJE_jpA,Suresh Parmar,22 जुलाई 2020,3,11,11,UGC,,iPzj-Qpvb3Y,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,22/07/2020,22/07/2020,INV581701565,11,Mere Dil Se Dil Ko,TFB,,,,,,,,,INV581701565,,"Sandeep Kumar Sandy,Khushboo Tiwari",Item Wali,Team Film,1.91766E+11,,
d3dIvnBRhhc,INACTIVE,STATUS_DETAIL_CLOSED_REPLACED,AUDIO_MATCH,AUDIO,A734358566000566,a6q_72Rx0lA,,UCI67PJkgfMNaGf_OtWcId_w,Deepak tiger official,Full chuni chuni laihe ye Malin by Deepak tiger,1336,231,148,UGC,,oFYv8Ik1-hE,,S204850272788157,,,,,,,29/09/2019,24/09/2019,INV581832990,379,Rakhi Ke Banhaiya,DIGIBUD|TFB,,,,,,,,,INV581832990,,Sathi Umesh,Bhaiya Vachan Deda Upahar Me,Team Films,1.91766E+11,,
IiUYenJZeLc,ACTIVE,,AUDIO_MATCH,AUDIO,A878053650625540,Biuegay3U1w,,UCXm4qVD7lCeIi94R_hVulVg,Viral Beautyz,Vmate Exclusive,1,38,21,UGC,,XmJe6KvAIx8,,S230821660797138,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,EXCLUDE US,,,29/12/2019,29/12/2019,USDCH1040632,82,Navratna Tel,ENT10,,,,,,,20190908,,USDCH1040632,,"Pawan Singh, Alka Jha",Jai Hind,Enterr10 Music Bhojpuri,6.44825E+11,,
#NAME?,ACTIVE,,AUDIO_MATCH,AUDIO,A763112163287161,BKX7Lq3lN-0,,UCdukZmSk7n8--vd3ehP6z1g,GEETO KI DUNIYA,"Hindi_Sad_Songs_-_प्यार_में_बेवफाई_का_सबसे_दर्द_भरा_गीत_|_हिन्दी_दर्द_भरे_गीत_|_90s_Evergreen_Song,",505,144,92,UGC,,9OVAW1CIPJI,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,17/04/2021,18/04/2021,INV772001024,5562,Kyun Is Kadar,VCOI,,,,,,,20210210,,INV772001024,,S Dewal,Kyun Is Kadar,Sargam Super Cassettes,6.04948E+11,,
6UZNROQ4fyk,ACTIVE,,AUDIO_MATCH,AUDIO,A917543634190134,BKX7Lq3lN-0,,UCdukZmSk7n8--vd3ehP6z1g,GEETO KI DUNIYA,"Hindi_Sad_Songs_-_प्यार_में_बेवफाई_का_सबसे_दर्द_भरा_गीत_|_हिन्दी_दर्द_भरे_गीत_|_90s_Evergreen_Song,",505,131,87,UGC,,Qap9_qnwpIk,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,17/04/2021,18/04/2021,INV772001026,5562,Qayamat Bhi Hogi,VCOI,,,,,,,20210210,,INV772001026,,"Aalam Singh, V Kohlewala",Qayamat Bhi Hogi,Sargam Super Cassettes,6.04948E+11,,
UW61bobldlk,ACTIVE,,AUDIO_MATCH,AUDIO,A457495378753715,BKX7Lq3lN-0,,UCdukZmSk7n8--vd3ehP6z1g,GEETO KI DUNIYA,"Hindi_Sad_Songs_-_प्यार_में_बेवफाई_का_सबसे_दर्द_भरा_गीत_|_हिन्दी_दर्द_भरे_गीत_|_90s_Evergreen_Song,",505,90,90,UGC,,9vC2raZH3VI,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,17/04/2021,18/04/2021,INV772001023,5562,Intezaar,VCOI,,,,,,,20210210,,INV772001023,,Dev Chugh,Intezaar,Sargam Super Cassettes,6.04948E+11,,
xmvmFNhX6Xc,ACTIVE,,AUDIO_MATCH,AUDIO,A600868248317462,BKX7Lq3lN-0,,UCdukZmSk7n8--vd3ehP6z1g,GEETO KI DUNIYA,"Hindi_Sad_Songs_-_प्यार_में_बेवफाई_का_सबसे_दर्द_भरा_गीत_|_हिन्दी_दर्द_भरे_गीत_|_90s_Evergreen_Song,",505,118,88,UGC,,lQYKq1j9Z8g,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,17/04/2021,18/04/2021,INV772001027,5562,Cute Chhori,VCOI,,,,,,,20210210,,INV772001027,,Praveen Kumar Joshi,Cute Chhori,Sargam Super Cassettes,6.04948E+11,,
IYnV9MeC_F8,ACTIVE,,AUDIO_MATCH,AUDIO,A973795962544920,BKX7Lq3lN-0,,UCdukZmSk7n8--vd3ehP6z1g,GEETO KI DUNIYA,"Hindi_Sad_Songs_-_प्यार_में_बेवफाई_का_सबसे_दर्द_भरा_गीत_|_हिन्दी_दर्द_भरे_गीत_|_90s_Evergreen_Song,",505,127,89,UGC,,LxaBXPaoSII,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,17/04/2021,18/04/2021,INV772001025,5562,Tu Mera Pehla Pyar,VCOI,,,,,,,20210210,,INV772001025,,AS,Tu Mera Pehla Pyar,Sargam Super Cassettes,6.04948E+11,,
mNfUzE6ZsPU,ACTIVE,,AUDIO_MATCH,AUDIO,A462706318836487,aegpSzOFPb4,,UCwZQd5jxdPhjmsLwRS5SIVw,RUDAL KUMAR JYOTI,RJ joti bangliya se dabayi,3,128,87,UGC,,waoYr1uqvY4,,S230821660797138,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,EXCLUDE US,,,02/01/2018,02/01/2018,USDCH1025930,144,Laiha Bagaliya Se Dawaiya.wav,ENT10,,,,,,,,,USDCH1025930,,"Khesari Lal Yadav, Priyanka Singh",Aatankwaadi,Enterr10 Music Bhojpuri,7.10826E+11,,
0HRMFhCfiyQ,ACTIVE,,VIDEO_MATCH,AUDIOVISUAL,A610845421053054,LnCd-UJPFs0,,UCKOg08QmzzojFXOlqFJxk4g,,Karam,0,292,292,UGC,X-DPOZ4GtbM,HJM6AHPwAzE,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,30/07/2020,,X-DPOZ4GtbM,292,TU HASKE BOLELU YE JAAN ||  तु हँसके बोलेलू ए जान,DCMPL,,,,,,,,,,,,,,,,
CbSa85JNjRs,ACTIVE,,AUDIO_MATCH,AUDIO,A744198010708709,qOrJe3gmDbQ,,UCMNDTXWVCN9MPk3lQ_nfTVA,A.S.K BHAI,"Sad,gamndi,Attitud mat kero gamndi l",20,26,15,UGC,,qas-c1QpUWw,,S230821660797138,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,EXCLUDE US,,,08/04/2020,08/04/2020,INV581802272,424,Mhari Jaatni,NDJ,,,,,,,,,INV581802272,,"Deepak Mor, Rekha Garg",Mhari Jaatni,NDJ Music,1.91766E+11,,
lPRlpYaHzNQ,ACTIVE,,AUDIO_MATCH,AUDIO,A164286680209451,,,,,,,197,197,UGC,,FUmXqEmSh_I,,S230821660797138,,,,EXCLUDE US,,,23/12/2018,,USDCH1033636,,Aajoo Bajoo Ho,ENT10,,,,,,,20181016,,USDCH1033636,,"Khesari Lal Yadav, Priyanka Singh",Naagdev,Enterr10 Music Bhojpuri,6.12292E+11,,
NRjLXSB_Fow,ACTIVE,,AUDIO_MATCH,AUDIO,A663389703447443,91wINdZkHZ8,,UCWACkpsUgI3Rb_CIFqhRtgA,Khatana Studio,Gurjar desi dance,1368,71,71,UGC,,utROipbXQ2E,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,14/04/2021,29/09/2019,INT501800512,126,Mithi Boli,TNDM1,,,,,,,,,INT501800512,,"Raju Punjabi, Sheenam Katholic",Mithi Boli,Durge Movies,5.05955E+12,,
4uNAiTv_grE,ACTIVE,,AUDIO_MATCH,AUDIO,A174192126658891,poTwWlGiq5Q,,UC60lfQYEsPfZIjXdjBpTgHA,PMG DANCE,Durga Puja dance stage show 4,123,208,208,UGC,,Xdkm_0VQlSY,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,26/10/2020,26/10/2020,USDCH1041840,230,Dharmba Alga Alga Ba,YFPL,,,,,,,20200529,,USDCH1041840,,Pramod Lal Yadav,Dharmba Alga Alga Ba,Yashi Films,6.30808E+11,,
rbIIOxQECA0,ACTIVE,,AUDIO_MATCH,AUDIO,A754107787645060,OH8ySUBFgus,,UCgQRXdldtkKQdg4cVrS9Xkg,DJ Pawan dagal tamkor,Chatak Matak Renuka Panwar √ Dj Ramix Song| चटक मटक | Dj Remix Pawan dagal,127,136,136,SONG_UGC,,c4Ak08m7utE,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,16/01/2021,16/01/2021,INT502012314,135,Chatak Matak,TNDMBKT,,,,,,,,,INT502012314,,"Renuka Panwar, Sapna Choudhary",Chatak Matak,Vats Records,5.05955E+12,,
L1Bmok1Zmpc,ACTIVE,,AUDIO_MATCH,AUDIO,A450579524351227,oumR59uhm-o,,UCbxEzQ8HfgRay0_TQGpb6KQ,Jafruddeen Jafruddeen,02-Feb-21,0,16,15,UGC,,imZElag4n7A,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,02/02/2021,02/02/2021,INV772001001,16,52 Gajh Ka Daman,VCOI,,,,,,,20201002,,INV772001001,,"Renuka Panwar, MJ",52 Gajh Ka Daman,Desi Records,6.30808E+11,,
2MK0ncU7sgI,ACTIVE,,AUDIO_MATCH,AUDIO,A798349173932506,p7nVDfNe1vQ,,UC43YOBrCtVMA56eUP--sqcw,new Hindi songs,19-Feb-21,12,37,13,UGC,,7Kly1q9f7aE,,S204850272788157,INCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,EXCLUDE AE AR AS AT AU AW BA BE BG BH BL BM BO BR BY CA CC CH CL CO CR CX CY CZ DE DK DO DZ EC EE EG ES FI FJ FR GB GE GF GH GP GR GT GU HK HM HN HR HU ID IE IL IN IQ IS IT JO JP KE KR KW KY LB LI LT LU LV LY MA MC MF MK MP MQ MT MX MY NF NG NI NL NO NR NU NZ OM PA PE PF PH PK PL PM PR PT PY QA RE RO RS RU SA SB SE SG SK SN SV TC TH TK TN TO TR TV TW TZ UA UG UM US UY VE VI VN VU WF WS YE YT ZA ZW,,,,,19/02/2021,19/02/2021,INV582040008,17,Patthar Ke Sanam,TFB,,,,,,,20180117,,INV582040008,,Tahir Chishti,Patthar Ke Sanam,Tahir Chishti,1.91766E+11,,
